[adadae_default] Protocol start: 570 jobs | n_datasets=57 seeds=[111, 222, 333, 444, 555]
Total jobs: 570 | Resume file: /home/zarnihlawn/Desktop/ITM/project/results/metrics/completed.json
FAILED SpamBase__semi-supervised__333: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/35_SpamBase.npz'
[adadae_default] START SpamBase__semi-supervised__444
FAILED SpamBase__semi-supervised__444: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/35_SpamBase.npz'
[adadae_default] START SpamBase__semi-supervised__555
FAILED SpamBase__semi-supervised__555: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/35_SpamBase.npz'
[adadae_default] START speech__unsupervised__111
FAILED speech__unsupervised__111: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/36_speech.npz'
[adadae_default] START speech__unsupervised__222
FAILED speech__unsupervised__222: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/36_speech.npz'
[adadae_default] START speech__unsupervised__333
FAILED speech__unsupervised__333: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/36_speech.npz'
[adadae_default] START speech__unsupervised__444
FAILED speech__unsupervised__444: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/36_speech.npz'
[adadae_default] START speech__unsupervised__555
FAILED speech__unsupervised__555: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/36_speech.npz'
[adadae_default] START speech__semi-supervised__111
FAILED speech__semi-supervised__111: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/36_speech.npz'
[adadae_default] START speech__semi-supervised__222
FAILED speech__semi-supervised__222: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/36_speech.npz'
[adadae_default] START speech__semi-supervised__333
FAILED speech__semi-supervised__333: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/36_speech.npz'
[adadae_default] START speech__semi-supervised__444
FAILED speech__semi-supervised__444: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/36_speech.npz'
[adadae_default] START speech__semi-supervised__555
FAILED speech__semi-supervised__555: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/36_speech.npz'
[adadae_default] START Stamps__unsupervised__111
FAILED Stamps__unsupervised__111: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/37_Stamps.npz'
[adadae_default] START Stamps__unsupervised__222
FAILED Stamps__unsupervised__222: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/37_Stamps.npz'
[adadae_default] START Stamps__unsupervised__333
FAILED Stamps__unsupervised__333: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/37_Stamps.npz'
[adadae_default] START Stamps__unsupervised__444
FAILED Stamps__unsupervised__444: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/37_Stamps.npz'
[adadae_default] START Stamps__unsupervised__555
FAILED Stamps__unsupervised__555: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/37_Stamps.npz'
[adadae_default] START Stamps__semi-supervised__111
FAILED Stamps__semi-supervised__111: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/37_Stamps.npz'
[adadae_default] START Stamps__semi-supervised__222
FAILED Stamps__semi-supervised__222: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/37_Stamps.npz'
[adadae_default] START Stamps__semi-supervised__333
FAILED Stamps__semi-supervised__333: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/37_Stamps.npz'
[adadae_default] START Stamps__semi-supervised__444
FAILED Stamps__semi-supervised__444: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/37_Stamps.npz'
[adadae_default] START Stamps__semi-supervised__555
FAILED Stamps__semi-supervised__555: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/37_Stamps.npz'
[adadae_default] START thyroid__unsupervised__111
FAILED thyroid__unsupervised__111: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/38_thyroid.npz'
[adadae_default] START thyroid__unsupervised__222
FAILED thyroid__unsupervised__222: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/38_thyroid.npz'
[adadae_default] START thyroid__unsupervised__333
FAILED thyroid__unsupervised__333: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/38_thyroid.npz'protocol:  65%|██████▌   | 373/570 [1:36:46<00:15, 12.88it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  66%|██████▌   | 375/570 [1:36:46<00:15, 12.80it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  66%|██████▌   | 377/570 [1:36:46<00:15, 12.66it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  66%|██████▋   | 379/570 [1:36:47<00:15, 12.44it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  67%|██████▋   | 381/570 [1:36:47<00:14, 12.79it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  67%|██████▋   | 383/570 [1:36:47<00:14, 13.07it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  68%|██████▊   | 385/570 [1:36:47<00:13, 13.41it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  68%|██████▊   | 387/570 [1:36:47<00:13, 13.55it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  68%|██████▊   | 389/570 [1:36:47<00:13, 13.81it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  69%|██████▊   | 391/570 [1:36:47<00:12, 13.86it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  69%|██████▉   | 393/570 [1:36:48<00:12, 13.83it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  69%|██████▉   | 395/570 [1:36:48<00:13, 12.92it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  70%|██████▉   | 397/570 [1:36:48<00:13, 12.83it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  70%|███████   | 399/570 [1:36:48<00:13, 12.82it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  70%|███████   | 401/570 [1:36:48<00:13, 12.82it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  71%|███████   | 403/570 [1:36:48<00:13, 12.83it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  71%|███████   | 405/570 [1:36:49<00:12, 13.10it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  71%|███████▏  | 407/570 [1:36:49<00:12, 13.35it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  72%|███████▏  | 409/570 [1:36:49<00:12, 13.33it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  72%|███████▏  | 411/570 [1:36:49<00:11, 13.29it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]
[adadae_default] START thyroid__unsupervised__444
FAILED thyroid__unsupervised__444: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/38_thyroid.npz'
[adadae_default] START thyroid__unsupervised__555
FAILED thyroid__unsupervised__555: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/38_thyroid.npz'
[adadae_default] START thyroid__semi-supervised__111
FAILED thyroid__semi-supervised__111: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/38_thyroid.npz'
[adadae_default] START thyroid__semi-supervised__222
FAILED thyroid__semi-supervised__222: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/38_thyroid.npz'
[adadae_default] START thyroid__semi-supervised__333
FAILED thyroid__semi-supervised__333: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/38_thyroid.npz'
[adadae_default] START thyroid__semi-supervised__444
FAILED thyroid__semi-supervised__444: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/38_thyroid.npz'
[adadae_default] START thyroid__semi-supervised__555
FAILED thyroid__semi-supervised__555: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/38_thyroid.npz'
[adadae_default] START vertebral__unsupervised__111
FAILED vertebral__unsupervised__111: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/39_vertebral.npz'
[adadae_default] START vertebral__unsupervised__222
FAILED vertebral__unsupervised__222: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/39_vertebral.npz'
[adadae_default] START vertebral__unsupervised__333
FAILED vertebral__unsupervised__333: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/39_vertebral.npz'
[adadae_default] START vertebral__unsupervised__444
FAILED vertebral__unsupervised__444: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/39_vertebral.npz'
[adadae_default] START vertebral__unsupervised__555
FAILED vertebral__unsupervised__555: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/39_vertebral.npz'
[adadae_default] START vertebral__semi-supervised__111
FAILED vertebral__semi-supervised__111: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/39_vertebral.npz'
[adadae_default] START vertebral__semi-supervised__222
FAILED vertebral__semi-supervised__222: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/39_vertebral.npz'
[adadae_default] START vertebral__semi-supervised__333
FAILED vertebral__semi-supervised__333: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/39_vertebral.npz'
[adadae_default] START vertebral__semi-supervised__444
FAILED vertebral__semi-supervised__444: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/39_vertebral.npz'
[adadae_default] START vertebral__semi-supervised__555
FAILED vertebral__semi-supervised__555: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/39_vertebral.npz'
[adadae_default] START vowels__unsupervised__111
FAILED vowels__unsupervised__111: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/40_vowels.npz'
[adadae_default] START vowels__unsupervised__222
FAILED vowels__unsupervised__222: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/40_vowels.npz'
[adadae_default] START vowels__unsupervised__333
FAILED vowels__unsupervised__333: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/40_vowels.npz'
[adadae_default] START vowels__unsupervised__444
FAILED vowels__unsupervised__444: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/40_vowels.npz'
[adadae_default] START vowels__unsupervised__555
FAILED vowels__unsupervised__555: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/40_vowels.npz'
[adadae_default] START vowels__semi-supervised__111
FAILED vowels__semi-supervised__111: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/40_vowels.npz'
[adadae_default] START vowels__semi-supervised__222
FAILED vowels__semi-supervised__222: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/40_vowels.npz'
[adadae_default] START vowels__semi-supervised__333
FAILED vowels__semi-supervised__333: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/40_vowels.npz'
[adadae_default] START vowels__semi-supervised__444
FAILED vowels__semi-supervised__444: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/40_vowels.npz'
[adadae_default] START vowels__semi-supervised__555
FAILED vowels__semi-supervised__555: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/40_vowels.npz'
[adadae_default] START Waveform__unsupervised__111
FAILED Waveform__unsupervised__111: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/41_Waveform.npz'
[adadae_default] START Waveform__unsupervised__222
FAILED Waveform__unsupervised__222: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/41_Waveform.npz'
[adadae_default] START Waveform__unsupervised__333
FAILED Waveform__unsupervised__333: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/41_Waveform.npz'
[adadae_default] START Waveform__unsupervised__444
FAILED Waveform__unsupervised__444: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/41_Waveform.npz'
[adadae_default] START Waveform__unsupervised__555
FAILED Waveform__unsupervised__555: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/41_Waveform.npz'
[adadae_default] START Waveform__semi-supervised__111
FAILED Waveform__semi-supervised__111: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/41_Waveform.npz'
[adadae_default] START Waveform__semi-supervised__222
FAILED Waveform__semi-supervised__222: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/41_Waveform.npz'
[adadae_default] START Waveform__semi-supervised__333
FAILED Waveform__semi-supervised__333: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/41_Waveform.npz'
[adadae_default] START Waveform__semi-supervised__444
FAILED Waveform__semi-supervised__444: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/41_Waveform.npz'
[adadae_default] START Waveform__semi-supervised__555
FAILED Waveform__semi-supervised__555: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/41_Waveform.npz'
[adadae_default] START WBC__unsupervised__111
FAILED WBC__unsupervised__111: [Errno 2] No such file or directory: '/home/zarnihlawn/Desktop/ITM/ADBench/ADBench/adbench/datasets/Classical/42_WBC.npz'
[adadae_default] START WBC__unsupervised__222protocol:  72%|███████▏  | 413/570 [1:36:49<00:11, 13.28it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  73%|███████▎  | 415/570 [1:36:49<00:11, 13.50it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  73%|███████▎  | 417/570 [1:36:49<00:11, 13.52it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  74%|███████▎  | 419/570 [1:36:50<00:11, 13.45it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  74%|███████▍  | 421/570 [1:36:50<00:11, 13.34it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  74%|███████▍  | 423/570 [1:36:50<00:11, 13.28it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  75%|███████▍  | 425/570 [1:36:50<00:10, 13.21it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  75%|███████▍  | 427/570 [1:36:50<00:10, 13.46it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  75%|███████▌  | 429/570 [1:36:50<00:10, 13.70it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  76%|███████▌  | 431/570 [1:36:50<00:10, 13.84it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  76%|███████▌  | 433/570 [1:36:51<00:09, 13.93it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  76%|███████▋  | 435/570 [1:36:51<00:09, 14.08it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  77%|███████▋  | 437/570 [1:36:51<00:09, 14.13it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  77%|███████▋  | 439/570 [1:36:51<00:09, 14.11it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  77%|███████▋  | 441/570 [1:36:51<00:09, 13.98it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  78%|███████▊  | 443/570 [1:36:51<00:09, 14.00it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  78%|███████▊  | 445/570 [1:36:51<00:08, 14.06it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  78%|███████▊  | 447/570 [1:36:52<00:08, 14.15it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  79%|███████▉  | 449/570 [1:36:52<00:08, 14.21it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]protocol:  79%|███████▉  | 451/570 [1:36:52<00:08, 14.18it/s, job=backdoor__semi-supervised__222, pr=0.604, roc=0.947]
